,coefficient,word
161,-0.20050858290313447,gilbertclub
162,-0.20009647870424105,iot
163,-0.1994396685857464,project
164,-0.199103901669421,record
165,-0.19905877267828886,disorganize
166,-0.1979575874769984,dey
167,-0.19536514796974955,amen
168,-0.19511199665586376,leaders
169,-0.19460281755265116,contain
170,-0.1944478902959907,nintendoswitch
171,-0.1943136007668152,old
172,-0.193721359520399,never
173,-0.19368417049371878,round
174,-0.19237753115113135,heardisland
175,-0.19167684191554027,structure
176,-0.19160047792909268,cloud
177,-0.19083663422070452,matter
178,-0.1906444742674237,hype
179,-0.18888470608046415,app
180,-0.18814253016174373,sick
181,-0.1880693139918038,use
182,-0.1878635470265183,second
183,-0.1877315525941165,attention
184,-0.18751462613013178,devices
185,-0.18683981870230018,faster
186,-0.18665969760944556,season
187,-0.18627442343081854,guess
188,-0.18507972510172857,low
189,-0.18488463932770502,opportunity
190,-0.18456218237341643,read
191,-0.18427289266208458,stupid
192,-0.18287364874051948,outside
193,-0.18284320411923463,ask
194,-0.18268094998134124,clear
195,-0.1825126837416377,jamaica
196,-0.18220186125905247,tag
197,-0.1816578571751188,glad
198,-0.18062991512606594,cool
199,-0.18032850982110796,detail
200,-0.18018268203200102,room
201,-0.17888122834646636,brand
202,-0.17775911700590097,animal
203,-0.17697966108046315,visit
204,-0.1764952534167822,pmoindia
205,-0.17626043757574045,special
206,-0.17619512459836215,protect
207,-0.17608613013597285,work
208,-0.17592731743151577,presentations
209,-0.1758388852827586,convention
210,-0.1757128496105806,harveyj
211,-0.17524190161721687,reuse
212,-0.17411563834258284,damn
213,-0.17358525122088225,market
214,-0.17243853376557355,war
215,-0.17193585385055074,stockholm
216,-0.17186751922556165,finish
217,-0.1716434183887834,seriously
218,-0.17156052769973706,sketch
219,-0.17118423410172914,gon
220,-0.17111797465763304,class
221,-0.1704225349485139,follow
222,-0.1703985617508635,anyone
223,-0.1698544920799047,new
224,-0.16867178095762259,distance
225,-0.16853399427474802,seem
226,-0.16850278399046734,literally
227,-0.16841253617888846,reggie
228,-0.16816301759895777,clean
229,-0.16813069939751046,photo
230,-0.16810007991009282,christ
231,-0.16790214459280844,knowyourstatus
232,-0.16780729020398072,dc
233,-0.1672669294775772,phone
234,-0.1672208018223821,friend
235,-0.16716941209833655,toilet
236,-0.16694222201588865,true
237,-0.16650445546609208,gt
238,-0.1657822421083306,everybody
239,-0.16517276038993248,im
240,-0.1647519600687385,agencies
241,-0.16456737388004217,donna
242,-0.1644888980665924,feel
243,-0.164412806285221,rat
244,-0.1640860726479336,neighbour
245,-0.16405628046094725,something
246,-0.16373898812411147,book
247,-0.16339567538479483,throw
248,-0.16319337464242825,metal
249,-0.16258470170112066,view
250,-0.16249807420578272,gift
251,-0.162012763090602,jesus
252,-0.1605335158328006,analysis
253,-0.15974341988124055,road
254,-0.15958052226844965,whose
255,-0.15911775375393178,icyclone
256,-0.1585177913892311,alone
257,-0.1585062191980931,biggest
258,-0.15750614398888704,brussels
259,-0.15720865653435093,take
260,-0.1567717523065933,family
261,-0.15676981427406905,mech
262,-0.15661523321809104,landscape
263,-0.15557410677666272,reason
264,-0.15533566898652337,gay
265,-0.1547813929655069,side
266,-0.15444875317413828,nasty
267,-0.15404820685620998,honestly
268,-0.15362138432436495,song
269,-0.1534348635692293,symptoms
270,-0.15334682424351442,bye
271,-0.1528651470963757,say
272,-0.15279433547405016,smell
273,-0.15219330567471243,humanity
274,-0.15205873228308678,company
275,-0.15176004494623263,micah
276,-0.1517281108921256,pay
277,-0.15168535015191356,ubicomp
278,-0.15137663892615547,currently
279,-0.15123559966871644,development
280,-0.1508323978433218,entire
281,-0.15078245271885812,leave
282,-0.15063376047135185,italyshooting
283,-0.1505644545117842,lab
284,-0.15052637782170106,hello
285,-0.15020726358533726,attend
286,-0.14948567605567104,quick
287,-0.14848514573029753,body
288,-0.14824048061130968,fantastic
289,-0.14788559956875072,slide
290,-0.14779822277153115,complete
291,-0.14730380639873206,favorite
292,-0.147018998959456,better
293,-0.14671139015640874,catch
294,-0.1464793581783855,thats
295,-0.14628010547866174,sweet
296,-0.14619731800344424,terroristic
297,-0.14619604948627343,heavily
298,-0.14373007844483798,plant
299,-0.14363909213725268,ai
300,-0.14347096600222412,obvious
301,-0.14328544794745438,paper
302,-0.1432522677263407,recycle
303,-0.14306996560204352,first
304,-0.14293656586354275,bring
305,-0.14265480761571728,world
306,-0.14261760770717768,dig
307,-0.14247120125921237,croix
308,-0.1417342007423305,super
309,-0.14143210850923907,totally
310,-0.14105985098809945,wow
311,-0.1408309304184567,kinda
312,-0.14070284745495754,una
313,-0.14061081628393363,depart
314,-0.14037299761344,assignment
315,-0.1400364772646264,gear
316,-0.1400024258963401,etc
317,-0.13997192976828388,terrible
318,-0.13944500856494937,network
319,-0.13937009442889683,guardian
320,-0.13916749148256619,dont
321,-0.13910019499739318,begin
322,-0.13864863690206297,hashtag
323,-0.1384278283232183,huh
324,-0.13842763494863458,flwx
325,-0.13773719405199203,figure
326,-0.1376458688077181,tonight
327,-0.13684711307169703,prevent
328,-0.13665032976613764,flight
329,-0.13664730691036236,adorable
330,-0.13660379361102507,article
331,-0.13651959339273007,abt
332,-0.13646540188856673,agu_eos
333,-0.13605107680209064,micahray
334,-0.13582488441002755,traffic
335,-0.13562994331978967,ones
336,-0.13532234616244634,neworleans
337,-0.13521713958013434,hurricanes
338,-0.13501463674666142,mario
339,-0.13449892355059845,reply
340,-0.1342997590698196,anything
341,-0.13406231052725068,cant
342,-0.1337898392446772,forget
343,-0.13348619262042324,fun
344,-0.13346427513010037,seat
345,-0.13309799161580674,put
346,-0.13309717656380438,cute
347,-0.1326199452659564,inventory
348,-0.13242964638971602,stuff
349,-0.13225696989214586,honduras
350,-0.13182822882961662,padmasree
351,-0.13177803455226167,celebrate
352,-0.13177266573768082,showtime
353,-0.13145926090377713,punch
354,-0.13045963611743097,security
355,-0.1303142314245319,evolution
356,-0.1301862044851626,bodyprohiv
357,-0.13009830050983376,junocam
358,-0.1298802123465838,dustbin
359,-0.12914814648652767,bruce
360,-0.12914814648652767,sterling
361,-0.12869037476304285,moment
362,-0.1279655333119747,swachhamdavad
363,-0.12743480970607754,mad
364,-0.12715368927886164,surround
365,-0.12707428328346435,timoreilly
366,-0.12694729430200388,session
367,-0.1268406459169777,mohamd_shahrani
368,-0.12647903971573132,disclose
369,-0.126324517307569,without
370,-0.1261403494798737,gods
371,-0.12603179726749056,remote
372,-0.12534599261873408,audio
373,-0.12479603181404272,pull
374,-0.12463134868857423,st
375,-0.12341555633897729,pick
376,-0.12246787695737882,yahoohealth
377,-0.12225824882805748,lock
378,-0.12224433528426425,innocent
379,-0.12217291584969753,kwakunyan
380,-0.12217291584969753,symptons
381,-0.12157473666050791,digital
382,-0.1214431255847048,grand
383,-0.12123161775899421,arduino
384,-0.12108517957375654,toilets
385,-0.12005589804216386,gettested
386,-0.11985756826311193,narendramodi
387,-0.11920362997742577,years
388,-0.11906078390937061,sunday
389,-0.11895591868492081,french
390,-0.11855766203175383,live
391,-0.11854238703356527,instead
392,-0.11832653889956846,resolution
393,-0.11821408431590583,bin
394,-0.11807778220384099,serious
395,-0.11779513505212443,syria
396,-0.11778888284281451,hop
397,-0.1176350049223347,quiet
398,-0.11754529828379771,sexualhealth
399,-0.11723484337950532,poor
400,-0.11700715441014015,total
401,-0.1163714915002083,remember
402,-0.11613513271235999,positive
403,-0.11576632657500793,normal
404,-0.11575833665781092,individual
405,-0.11571657017486295,mistake
406,-0.11539847157909403,incredible
407,-0.11499408630570254,vp
408,-0.11475162354311572,sight
409,-0.11446299281744929,mike
410,-0.11408784007210929,whole
411,-0.11403600246196818,minutes
412,-0.11388214718952318,webinar
413,-0.11367901697077042,critique
414,-0.11365864516720231,sleep
415,-0.11351826133571621,logo
416,-0.1133924025374052,hato
417,-0.11310236282301138,faithful
418,-0.11310236282301138,tjo
419,-0.11293097731059074,yoruba
420,-0.11281713104297002,hot
421,-0.1126862421959236,injury
422,-0.11267743029058411,choice
423,-0.11267654352838383,whether
424,-0.11266497589326888,pregnancy
425,-0.11261190906330265,discount
426,-0.11239389147431499,faith
427,-0.11212722573680621,disorder
428,-0.11199226874239586,joke
429,-0.11191988612573352,complex
430,-0.11188237689706967,prepare
431,-0.11178387657098242,process
432,-0.11154191324322332,warriors
433,-0.11150530680609326,hi
434,-0.11126463834801992,tomorrow
435,-0.11116378980441001,lunch
436,-0.1110162277374051,nabaztag
437,-0.1109769749142786,scicomm
438,-0.11067848245272531,pretend
439,-0.1104070738828549,fascinate
440,-0.11022828282639574,assignments
441,-0.11008257343565572,rww
442,-0.10991105077795917,crazy
443,-0.10968900320104935,hire
444,-0.10935214753699538,violet
445,-0.10891003356878587,native
446,-0.10884273042401056,country
447,-0.1087939844691801,humidity
448,-0.1087718230299353,demo
449,-0.1087557699042282,ratio
450,-0.10875491388925675,abangmercy
451,-0.10875491388925675,abi
452,-0.10875491388925675,pastors
453,-0.10875491388925675,rugby
454,-0.10874365873513894,heartbroken
455,-0.10855300286862807,hell
456,-0.10827107045913432,anyway
457,-0.10808070159460131,video
458,-0.10777312127656359,wtf
459,-0.1072017443589771,landsat
460,-0.10703355878345579,energy
461,-0.10669439299197694,alt_noods
462,-0.1064635554844535,thanx
463,-0.10624676460632819,mind
464,-0.10616094966136252,pastor
465,-0.10611094189117502,fuckislam
466,-0.10596862942956821,uh
467,-0.10594589080788448,unit
468,-0.10584945292654044,enable
469,-0.10563527394547281,railwayseva
470,-0.10549214786013911,exactly
471,-0.10547528245512236,discipline
472,-0.10498415544097578,geography
473,-0.10478534595902445,sec
474,-0.10467405088234738,perilofafrica
475,-0.10459965527605677,thesis
476,-0.10452550474541532,evil
477,-0.10452550474541532,resident
478,-0.10430175257348513,correct
479,-0.1038887732453414,diet
480,-0.10381171932189533,scenes
481,-0.10369955264515739,joyful
482,-0.10363538285042755,completely
483,-0.10336922056172423,isnt
484,-0.10303120448623074,brain
485,-0.1030132672197242,job
486,-0.10298907552810196,glv
487,-0.10292525933939335,official
488,-0.10279638910413773,bad
489,-0.10274510401049317,dan
490,-0.10271166185055786,oops
491,-0.10245592892363896,impressive
492,-0.10240528647894118,courage
493,-0.10227773668663315,sunrisedailynow
494,-0.10203231129766455,o_o
495,-0.10187242022954368,flee
496,-0.10181048776394462,criminal
497,-0.10177718533980293,fee
498,-0.10176249753000828,netherlands
499,-0.10148102019477927,booth
500,-0.10141700188598708,person
501,-0.10068755513970826,goodbye
502,-0.10062203471570205,trip
503,-0.10052891741608852,playful
504,-0.10045311458616293,uber
505,-0.1004422042990008,help
506,-0.1002989598048075,mississippi
507,-0.10019318436547346,besides
508,-0.10017933927690505,ms
509,-0.09998150164567811,grind
510,-0.09986448644148903,scramble
511,-0.09977431296779898,practice
512,-0.09973086846615113,hepc
513,-0.09966403625298327,glass
514,-0.09948663485609709,way
515,-0.09927999732750974,international
516,-0.09920959506947957,priyankachopra
517,-0.0991938876481637,dear
518,-0.0991887209288083,shyhost
519,-0.09914825788734734,deadline
520,-0.09902456281156893,horrify
521,-0.09900567220295947,missions
522,-0.09900185469964237,list
523,-0.09897981616243881,count
524,-0.09892867195738399,keynote
525,-0.09884167651670299,grace
526,-0.0988343392686324,deadlines
527,-0.09879381240284853,stis
528,-0.09876196502561935,sorry
529,-0.09871586694646357,blackness
530,-0.09865369094036476,noida_authority
531,-0.09845198834534687,solutions
532,-0.0983156686463298,robust
533,-0.09824151925295461,nationalpollutioncontrolday
534,-0.09809808145072911,river
535,-0.09793245571777107,etsi
536,-0.09772761600325003,yep
537,-0.09770158140848995,reader
538,-0.09765679267553032,shop
539,-0.0976380786113599,melt
540,-0.09727335547485072,speak
541,-0.09723632869344592,shame
542,-0.09713904755244826,super_spotter
543,-0.09703190954192945,eric
544,-0.09699563950122023,ur
545,-0.09695273298029751,awful
546,-0.09694491717645136,dis
547,-0.09683513723839714,morning
548,-0.0966627523589316,compare
549,-0.09652540299000957,bitch
550,-0.09646610717678843,widetag
551,-0.09640815666747553,google
552,-0.09623292491015493,shade
553,-0.09620894233274119,microsoft
554,-0.09615510698893893,wash
555,-0.09615292922167668,mayor
556,-0.09609116714936652,whisper
557,-0.0960907963070055,space
558,-0.09596742457365276,suits_usa
559,-0.09593362714698336,yall
560,-0.09585369931306899,sars
561,-0.09582651067504777,middle
562,-0.09579309945729221,armor
563,-0.09578715813454834,lecture
564,-0.09578693198491807,notice
565,-0.09571320366690676,bc
566,-0.0956714059521109,europeans
567,-0.09565050980883534,abstract
568,-0.09551798557767335,defend
569,-0.09551798557767335,v_of_europe
570,-0.09530210478419789,concept
571,-0.09526344303813399,aintnobodygottimeforthat
572,-0.09526344303813399,butt
573,-0.09523793103107839,email
574,-0.09501082035181695,helene
575,-0.09486746667573148,startup
576,-0.09486146044323476,square
577,-0.09477373187767434,character
578,-0.09472627256505087,kranenburg
579,-0.09469660077662417,movie
580,-0.0946030042008404,myloves
581,-0.09460034542331262,crosseyednoli
582,-0.09459967402144791,omojuwa
583,-0.0945696586772562,interview
584,-0.09435031941561225,semantic
585,-0.09434043766961307,geosketchup
586,-0.09433499161664234,win
587,-0.09423773683747644,spray
588,-0.09421437568823156,hrvy
589,-0.09416940005775327,accurate
590,-0.09413640791175423,haha
591,-0.09412452960757017,nature
592,-0.09410275107412255,otherwise
593,-0.09403336263718486,adventure
594,-0.09403313370947725,audition
595,-0.09403313370947725,kevinspacey
596,-0.09403313370947725,priorlakeplayrs
597,-0.09398135936539811,attempt
598,-0.09390933645966454,qipit
599,-0.09390024772952847,rgv
600,-0.09381620010137118,odf
601,-0.09368850812381317,segregate
602,-0.09361234668208349,sef
603,-0.09353129617221312,marry
604,-0.09329762617651102,healthdaily
605,-0.09325065587252675,pics
606,-0.09303624100402356,grave
607,-0.09299664212732596,sthlm
608,-0.0927148657546326,brian
609,-0.09265669249228775,jheeze
610,-0.09264460918878402,technology
611,-0.09254629120800635,flyer
612,-0.0924028879849452,educate
613,-0.09221590669222159,zika
614,-0.09220526534094198,atall
615,-0.09198699499558242,hivendgame
616,-0.09198699499558242,theohtn
617,-0.09188002183214844,stock
618,-0.09165062789348581,connect
619,-0.09153153155289304,harry
620,-0.09146701243955636,jr
621,-0.09146701243955636,maarten
622,-0.0911951077819426,european
623,-0.09114176205457145,apparently
624,-0.09100076052673449,peel
625,-0.09096167455569325,earth
626,-0.09085920715799535,outstanding
627,-0.09070273419130637,must
628,-0.09065301948575562,particularly
629,-0.09063450949962212,ayyyyy
630,-0.09040986823243342,hygienic
631,-0.09037144797706644,september
632,-0.09031812694805638,slightly
633,-0.0901965460212021,geoscience
634,-0.09017824154064914,recover
635,-0.09007619218595009,doms
636,-0.09002244741057856,railwaynorthern
637,-0.08990046099263764,atl
638,-0.08989371084945394,eat
639,-0.08982378443898972,noooooooo
640,-0.08970151592720432,magic
641,-0.08952634521084524,productive
642,-0.0895094864703128,curlyabbie
643,-0.089469180101357,innovative
644,-0.0894541588359938,australia
645,-0.08942819707481967,bet
646,-0.08925001336309732,mechwarrior
647,-0.08920026433250673,flow
648,-0.08902331819704086,sar
649,-0.08891092841961251,bout
650,-0.08865966459136036,passionately
651,-0.08849547068106799,ighodalo
652,-0.08846192777223735,stag
653,-0.08827003453655485,followme
654,-0.08820125242223557,run
655,-0.0881815204940038,greg
656,-0.0881815204940038,tucker
657,-0.08813549432894388,retweeted
658,-0.08805349950257156,double
659,-0.0880333685797374,enlighten
660,-0.08795799291713285,build
661,-0.0878662980163657,amc_feedback
662,-0.0878662980163657,entrance
663,-0.0878662980163657,gents
664,-0.0878662980163657,urinal
665,-0.08778541124928613,rainy
666,-0.08778541124928613,roatan
667,-0.08778541124928613,solareclipse
668,-0.08777473985968326,pronounce
669,-0.08768960834845038,popular
670,-0.08753733162529878,info
671,-0.08746613406679478,derekortt
672,-0.08720688591099587,fash
673,-0.08718694743553941,cuauhtli
674,-0.08718694743553941,leon
675,-0.08705544244897442,pending
676,-0.08695726615105773,easy
677,-0.08694162377723462,exhaust
678,-0.08676957738330121,realise
679,-0.0866947595698822,millions
680,-0.08668358606001,burial
681,-0.08653703756000561,panic
682,-0.086414538472919,lagoon
683,-0.08638538473069031,usual
684,-0.08627590047008225,disasters
685,-0.08627590047008225,natural
686,-0.08624749133342619,crucial
687,-0.0860874352663173,ポプテピピック
688,-0.08604975033510033,aww
689,-0.08600536257103686,hometown
690,-0.08598595697267396,parent
691,-0.08587397665643814,preventive
692,-0.0857998650047358,cutie
693,-0.08571294969281577,careful
694,-0.08550531681753629,designer
695,-0.08534295394457787,sflr
696,-0.08534295394457787,steamy
697,-0.08533693423024798,bjp
698,-0.08522896060154009,throughout
699,-0.08517176116125301,judge
700,-0.0851240003789721,probably
701,-0.08507390260980191,cupcakes
702,-0.08490999955322043,worse
703,-0.08486164646509141,ict
704,-0.08480638263455284,fly
705,-0.08474654589015529,bola
706,-0.0846137035964485,blow
707,-0.08454669100326433,construction
708,-0.08454460825518274,ehnn
709,-0.08440601183445923,noclimatechange
710,-0.08430157001426221,rtc
711,-0.08413818431791682,model
712,-0.08411452342936385,bigjoebastardi
713,-0.08411452342936385,premium
714,-0.08410127684066478,hungover
715,-0.08399843033026488,geology
716,-0.08386160930159763,steer
717,-0.08386160930159763,warmer
718,-0.08372183034738165,crib
719,-0.08372183034738165,smh
720,-0.08355320330668287,understand
721,-0.08346672822315511,maybe
722,-0.08343096895946717,robbievlovesit
723,-0.08335854758621401,cleandelhi
724,-0.08332845121552725,charlotte
725,-0.08324954023877547,virology
726,-0.08321207668246214,whats
727,-0.08317550560986564,soft
728,-0.0830013965273259,europa
729,-0.08297635674546389,possibly
730,-0.08295682761735432,hoe
731,-0.08294615233180296,discover
732,-0.08287977406169807,canada
733,-0.08287127168440785,alright
734,-0.08276876586274251,note
735,-0.08274556222313972,nasheed
736,-0.08274556222313972,tariq
737,-0.08260558042424582,bastard
738,-0.08260558042424582,forever
739,-0.08260558042424582,wackos
740,-0.0825557042700392,reintensification
741,-0.0824812743532358,dark
742,-0.0824089767972188,luck
743,-0.08225709346880103,boat
744,-0.08213123975781945,herzogweather
745,-0.08213123975781945,ii
746,-0.08199426056463342,deliver
747,-0.08193665993125718,martinbrown
748,-0.08190482013276801,sessions
749,-0.08189474588661332,design
750,-0.08185602200301874,remeant
751,-0.08180405792617441,mutuals
752,-0.08174166673498474,bar
753,-0.08154453824891943,check
754,-0.0813634705764185,answer
755,-0.08131005328788615,control
756,-0.0812819042531129,carbon
757,-0.08127523361740908,false
758,-0.0812577173971658,bros
759,-0.08107656644494934,sound
760,-0.08104095406563473,chrisdevitowx
761,-0.08104095406563473,lifetime
762,-0.08103755755762752,benberg
763,-0.08097086188925881,members
764,-0.0809257604086145,buzz
765,-0.0809132228989535,students
766,-0.08090643889544838,resources
767,-0.08089176750471724,specific
768,-0.0807632770335417,nintendoamerica
769,-0.08062671055886554,boc
770,-0.08060251967834704,alarm
771,-0.08060251967834704,crystalmeth
772,-0.08060251967834704,iamgmjohnson
773,-0.08024447711152183,profile
774,-0.08023534977773758,formerly
775,-0.08018270655854116,swachhbharat
776,-0.08004613314015678,sed
777,-0.07999446397636853,master
778,-0.07997462236939254,observations
779,-0.07990536114391898,intemittstockholm
780,-0.07989775485147525,perform
781,-0.07974051391418749,weird
782,-0.079715702474225,kick
783,-0.07962761919023323,cryosphere
784,-0.07948305597764663,piyushgoyal
785,-0.07943591196906609,punishment
786,-0.0790724806654002,grad
787,-0.07906347227067352,layer
788,-0.07903578085657452,useless
789,-0.07901575440060835,contributions
790,-0.07893991593381884,necessary
791,-0.07882028265518706,sharma
792,-0.07868271182430764,applications
793,-0.07864161474375665,wild
794,-0.07858262459987923,crack
795,-0.07846617780441278,discussions
796,-0.07846421662642934,nadiad
797,-0.07838074691884436,ah
798,-0.07838074691884436,crime
799,-0.07838074691884436,instantly
800,-0.07837726353361296,religion
801,-0.07828393429393166,pozpubcrawl
802,-0.07826983533248118,weekly
803,-0.07819399899421677,idea
804,-0.07818395950169803,accident
805,-0.07811399612317997,layover
806,-0.07800569347938349,credit
807,-0.07797115343405961,sanpedroscoop
808,-0.07787628208134226,kaalateetham
809,-0.07784077629191251,fastest
810,-0.07784077629191251,runner
811,-0.07781480325240052,geekscape
812,-0.0777460289779792,daniel
813,-0.0777460289779792,kaplan
814,-0.07769246879552653,final
815,-0.07759427574988563,sometimes
816,-0.07757161730342031,vint
817,-0.07754149937451682,cab
818,-0.07752446212448043,anncoulter
819,-0.07752446212448043,anncoulterisskankzilla
820,-0.07752446212448043,dipshit
821,-0.07752446212448043,eugenegu
822,-0.07740888543234212,folks
823,-0.07737094214670351,meaningful
824,-0.07737094214670351,relationships
825,-0.0773050613564861,responsibility
826,-0.07726770785302743,stickers
827,-0.07718639753417092,aspects
828,-0.07689180874714599,thankful
829,-0.0767627208090923,dawn
830,-0.0767621114492257,frank
831,-0.07675848248669671,plague
832,-0.07668066230124274,knowledgeispower
833,-0.07668066230124274,stophiv
834,-0.07664114356621105,boyss
835,-0.07654784447256276,id
836,-0.0765415685492205,sicken
837,-0.07647425405553343,ambergris
838,-0.07647425405553343,caye
839,-0.07639924158616526,omg
840,-0.07635828486214619,ubiquitous
841,-0.07632501498678486,respect
842,-0.07623065601230622,chipmaker
843,-0.07619974455807528,petrol
844,-0.07586342027601087,mecha
845,-0.07576375219025376,fold
846,-0.07565208193532198,jay_wafb
847,-0.07560208199352973,jarkko
848,-0.07560208199352973,vesa
849,-0.07546011886077304,feelin
850,-0.07546011886077304,relieve
851,-0.0754499500125045,brooklynhistory
852,-0.0754027597196847,affordable
853,-0.07539304170793297,decease
854,-0.07539304170793297,tho
855,-0.07524467957250859,plastic
856,-0.0750602839133982,fatality
857,-0.07504469785776043,myfirstagutalk
858,-0.07499599291631838,fridge
859,-0.0749831258530474,watery
860,-0.07497698199397292,whatever
861,-0.07496001350283514,foot
862,-0.07488882817070433,okey
863,-0.0748847118362044,youn
864,-0.07477225615387213,plot
865,-0.07477225615387213,twist
866,-0.07474607768341479,team
867,-0.07450291005001342,biz
868,-0.07441746944104809,holiday
869,-0.07436851620494687,lucid
870,-0.07435169363589071,lilies
871,-0.07435169363589071,ninew
872,-0.07432846591675592,bore
873,-0.07432846591675592,idk
874,-0.07428365314825672,relevant
875,-0.07428026372289045,resolve
876,-0.07423694789869384,access
877,-0.07422064319907909,citizen
878,-0.07409799301382772,liberals
879,-0.07400291243567504,return
880,-0.07381633529553983,beer
881,-0.07379441779070116,spaceyliz
882,-0.07375803005299256,openspime
883,-0.07366454648849068,booty
884,-0.07362833542269409,trpni
885,-0.07356626471090656,anastaciamusic
886,-0.07352816919098175,therapy
887,-0.07347545814396372,fill
888,-0.07333767958597281,toll
889,-0.07322224798642805,ago
890,-0.07316015316722574,kenyaairways
891,-0.07316015316722574,kq
892,-0.07288563005893628,lichtermeerfürutebock
893,-0.07281641798144349,disproportionately
894,-0.07275538723693996,pornographic
