,coefficient,word
448,-0.11824369597541849,slimweixin
449,-0.11800191794926232,saiyans
450,-0.11775751261898981,cold
451,-0.1175811863245358,support
452,-0.11738448173769897,ah
453,-0.1170802810507045,scariest
454,-0.11666032566109494,learn
455,-0.11659963384970656,tvpatrol
456,-0.1165509051194234,problem
457,-0.11618644345474763,redeye
458,-0.11611504773459413,french
459,-0.11547494842219919,retweet
460,-0.11540636735190134,shame
461,-0.11508370219647039,lac
462,-0.11505392503875178,ka
463,-0.11473139033362188,islamist
464,-0.11464622606449473,ml
465,-0.1141689928505649,brave
466,-0.11381695231151295,family
467,-0.11327994755118817,paul
468,-0.11318835351826169,personally
469,-0.11315056500778391,collins
470,-0.11297222252277574,dengue
471,-0.11281222391118619,idiots
472,-0.11278950380579211,zealand
473,-0.1127384839045547,remind
474,-0.11216944132402265,canadians
475,-0.11210935089895592,comfort
476,-0.11166994162586016,xxx
477,-0.11163858045694099,getwellsoondanielpadilla
478,-0.11162908032057497,year
479,-0.11155416756496205,awful
480,-0.11151236398282563,amuse
481,-0.1112539133025195,cyclones
482,-0.11035391784385264,art
483,-0.11028015559724105,xo
484,-0.10983369656427697,someone
485,-0.10930375168445444,dare
486,-0.10928062853417893,lady
487,-0.10924093006202232,preview
488,-0.10880837703911922,realize
489,-0.10877988110200755,falseflag
490,-0.1086416439121771,freedom
491,-0.10832324452485116,mad
492,-0.10829164087154117,rohingya
493,-0.10767184361200327,aftershock
494,-0.1075094867794872,watch
495,-0.10735593676792124,sympathies
496,-0.10731958136104228,newtown
497,-0.10723926481834575,whoever
498,-0.10711815728423582,hail
499,-0.10691454911861846,shirt
500,-0.10672120028720598,plz
501,-0.10667753166931403,hefazat
502,-0.10658902845764559,suddenly
503,-0.10638708527335204,walkers
504,-0.10633509880726687,pakistan
505,-0.10568143423883047,abt
506,-0.1054029539258324,upgrade
507,-0.10535001720166086,hurt
508,-0.10508409864319919,usually
509,-0.10507866600808566,chittagong
510,-0.10479206232953212,mother
511,-0.10470124914553183,hahahaha
512,-0.1042624930024429,bali
513,-0.1041961057515072,minute
514,-0.10413257441923965,ruin
515,-0.10408670018696947,despite
516,-0.10389470865284206,take
517,-0.10376810132484737,unfollow
518,-0.10370866053899601,actual
519,-0.10365090647887162,syria
520,-0.10348405714314164,genesis
521,-0.10345383275319363,couple
522,-0.1031843963795767,click
523,-0.10314883188899618,race
524,-0.10242699859646684,andrew
525,-0.10237249653142422,rmg
526,-0.10205220279135785,events
527,-0.10197657353659496,unreal
528,-0.10195551258997956,sense
529,-0.10191745255649765,christ
530,-0.1018275334225071,tv
531,-0.1015915344731674,auto
532,-0.10145480992079668,imagination
533,-0.10085086690291169,sooooo
534,-0.10084138299664115,regard
535,-0.10080913770288306,sana
536,-0.10065646990360039,indonesiadate
537,-0.10051383801567737,amongst
538,-0.10038431474513723,heal
539,-0.10030856307238667,incredibly
540,-0.100179492391512,tough
541,-0.10016479739210928,book
542,-0.10012262089849712,ridiculous
543,-0.09998789548585449,probably
544,-0.09956130532922591,fort
545,-0.09947674638133845,become
546,-0.09931615327412992,humans
547,-0.09919533472324037,realise
548,-0.0990971572353532,topics
549,-0.09892761483641536,curious
550,-0.09880793662170448,whole
551,-0.09847468649912078,psalm
552,-0.09828602066674591,cup
553,-0.09817029241337993,gameofthrones
554,-0.0981095004084147,horrific
555,-0.09802041354844133,anonymous
556,-0.09789847287559597,greece
557,-0.09769889977394731,prayforsantamaria
558,-0.09747585662983362,invest
559,-0.09731999599601632,celebrate
560,-0.09730303764248913,course
561,-0.09718241336010645,purpose
562,-0.09699919884361734,amp
563,-0.0969572187482771,beverlyhills
564,-0.09682933360613072,safely
565,-0.09680224514912063,weird
566,-0.09646605553370353,homework
567,-0.09646562405238464,stamp
568,-0.09636536509168495,personal
569,-0.09610493548004305,photography
570,-0.09543242126656054,listen
571,-0.09524592324379887,haiti
572,-0.09519322995122001,pacquiao
573,-0.09517291930730287,duty
574,-0.09513267932057573,politicians
575,-0.09512366435302011,prayforwaco
576,-0.09507156379577433,kuril
577,-0.09497674776468162,flu
578,-0.09481836046657828,redbirds
579,-0.09459483821241574,somewhere
580,-0.09449403748901546,ur
581,-0.09431861361377278,denver
582,-0.09421879499222263,swear
583,-0.09418612442242243,oneofmyexes
584,-0.09395507676259189,gods
585,-0.09393992109916621,period
586,-0.09392750104041439,word
587,-0.09374096688984472,folk
588,-0.09370010140677285,dinosaurs
589,-0.0936939831278913,pity
590,-0.09347045830419685,reality
591,-0.09334489058886078,andrews
592,-0.09329624709783946,scroll
593,-0.09318164707561677,publish
594,-0.09306515295494257,sep
595,-0.09306295948144848,freeshipping
596,-0.09298212089130548,yay
597,-0.09297267867925253,bst
598,-0.09276449559151297,staystrong
599,-0.09248509796194493,la
600,-0.0924539643891252,floodph
601,-0.09238791351659395,channel
602,-0.09231507674292182,reall
603,-0.0922117811823737,cruel
604,-0.09208567493059369,beyond
605,-0.09204980966731674,slash
606,-0.09186503236463921,obviously
607,-0.09184140196501273,typhoonmaring
608,-0.09164491126103848,sooo
609,-0.09148037085819437,drink
610,-0.09132822018285533,winner
611,-0.09124255157972327,kanye
612,-0.09121472655378769,worse
613,-0.09104136886124306,falcon
614,-0.0908703021761133,thx
615,-0.09081962848326304,willis
616,-0.09040658443063963,anyway
617,-0.09022524854488526,observe
618,-0.08996370939385155,buyer
619,-0.08993477428997136,also
620,-0.08990248574174124,prayformindanao
621,-0.08973817812099644,might
622,-0.08972883951093463,stupid
623,-0.08961042737065202,harlem
624,-0.08960440370796766,protest
625,-0.08946323053882718,awami
626,-0.08920649762502803,rn
627,-0.08871340788017884,six
628,-0.08861988464204404,manager
629,-0.08851984347787883,journalism
630,-0.08849493689124265,dick
631,-0.08832692831178263,vic
632,-0.08818957075368142,shout
633,-0.08816390175950768,sack
634,-0.08814526482476032,wo
635,-0.08805726938964795,nato
636,-0.0879831919525266,cousins
637,-0.08791639351868122,bagyongmaring
638,-0.08777986656346334,instead
639,-0.08771839193405047,argentina
640,-0.08766787984640095,ebay
641,-0.08749892963181734,cartoon
642,-0.0867717950118656,facebook
643,-0.08669420674449024,ali
644,-0.08667740196981506,bout
645,-0.0864987269966579,qualify
646,-0.08646102275507983,smell
647,-0.08640817532179955,lahat
648,-0.08632396996985678,men
649,-0.08621400957198505,ad
650,-0.08607401398488285,cardinalstock
651,-0.08582787548613298,zombie
652,-0.08577762549616136,upon
653,-0.08558305110888273,ahahah
654,-0.08558106371465865,fake
655,-0.08556929400067217,days
656,-0.08539994285860694,murray
657,-0.08528560210270508,dude
658,-0.08527809540448651,london
659,-0.0852299610454809,gather
660,-0.0851059016620433,sicken
661,-0.0850012791009578,different
662,-0.0848324608525943,myanmar
663,-0.08482875253128158,dodge
664,-0.08474423472566704,sympathy
665,-0.08472000690182188,eff
666,-0.0843614853679606,lmfao
667,-0.08425083840797432,strange
668,-0.0841813417853966,oz
669,-0.08400642905674467,prayforcolorado
670,-0.08399622205773462,movies
671,-0.08375840115418273,jamaat
672,-0.0836541131155914,nlcs
673,-0.08352808012529632,yup
674,-0.08333062954190876,yes
675,-0.0824738126671132,finger
676,-0.08226885432119076,touch
677,-0.08225338926228183,fight
678,-0.08208578680452681,fantaken
679,-0.08196772770281542,cr
680,-0.08190575257348347,weapons
681,-0.08188224796402524,cispa
682,-0.08183539933732632,somebody
683,-0.08178204721647257,nwo
684,-0.08159609350030705,calgarystampede
685,-0.08158340341894911,terrify
686,-0.08157918883552345,write
687,-0.08145522444932204,phils
688,-0.0814232946288309,bohol
689,-0.0813218289777864,wait
690,-0.08103208871418607,greatest
691,-0.08090996396637044,lestweforget
692,-0.08079298333661228,ill
693,-0.08068793659623989,strip
694,-0.08063077982256474,mess
695,-0.08051812634880742,bike
696,-0.08047918084344069,presence
697,-0.08046675160888668,brain
698,-0.08030778283715707,hoya
699,-0.08017224682642855,staysafe
700,-0.07992772460124702,push
701,-0.07980443261995383,tho
702,-0.07978090452428385,overcome
703,-0.07969657522199843,blasphemy
704,-0.07960144351282544,selfie
705,-0.07952283043583924,cosenza
706,-0.079507298495991,jam
707,-0.07917964327685854,williamshatner
708,-0.07904007258424352,olds
709,-0.07890322532094853,barackobama
710,-0.07890256754629592,filipino
711,-0.07890124128428187,ho
712,-0.07871588723456763,machine
713,-0.07871568400436212,pathetic
714,-0.0786817806543507,foreigners
715,-0.07858662233288531,jeez
716,-0.07848444428163973,antartic
717,-0.07843585184861245,antarctic
718,-0.0783926068705343,future
719,-0.07837119994630373,kaloka
720,-0.07829825265623237,java
721,-0.07816559725937208,suppose
722,-0.07815682289356068,abduction
723,-0.0781052596376238,lmaooo
724,-0.07806399178646507,newyorker
725,-0.07801437415089352,everylittlestep
726,-0.07797027732152399,thomas_hiatt
727,-0.0779563843160417,prayforlax
728,-0.07765518874180022,legitimate
729,-0.07765496219785865,ark
730,-0.07764863533511229,harvey
731,-0.07758553880789214,march
732,-0.077551293347026,sosingaporean
733,-0.0774858223660972,battle
734,-0.07734725020902053,piss
735,-0.07721771897365401,papa
736,-0.07698303454059509,aint
737,-0.07688752256180265,desert
738,-0.07669762670409289,kitty
739,-0.07669205504841224,psy
740,-0.07667208534444336,merica
741,-0.07647594435667847,pizza
742,-0.07637124600302762,felice
743,-0.07630878467260019,arianna
744,-0.07630878467260019,tiangco
745,-0.07627765835559422,birthday
746,-0.07609920508176564,able
747,-0.07597596599668198,fireball
748,-0.0759651871653488,ocean
749,-0.07588386426526177,capitalism
750,-0.07570041470908564,chicago
751,-0.07566668740440069,nexus
752,-0.07558369399598944,racist
753,-0.07555728998256153,corruption
754,-0.07552285013548855,freeze
755,-0.07542675828024327,anna
756,-0.07536191738428874,tumblr
757,-0.07533220667786272,chocolate
758,-0.07525549584060351,dhaka
759,-0.07514622649538043,deeply
760,-0.07497936780812853,vow
761,-0.0748808476267695,peaceful
762,-0.07474910604697664,niggas
763,-0.07471746646727834,halloween
764,-0.0747076915709048,servicemen
765,-0.07469666083381067,bunker
766,-0.07460741522673645,qldfloods
767,-0.07454910598720356,dislike
768,-0.07451834165508239,oops
769,-0.07447512230981716,shop
770,-0.07440845679715136,deserve
771,-0.0741239160359414,magnate
772,-0.0740820388615377,ajstream
773,-0.07397451334777848,sismo
774,-0.0739205004089626,dub
775,-0.0738654301841853,slavery
776,-0.07378318804098385,explore
777,-0.0737208714004374,sharewhatsgood
778,-0.0737208714004374,tomqanda
779,-0.07365082664626386,raid
780,-0.07362758455186506,grateful
781,-0.07351647980917099,kayo
782,-0.0734526042561495,sd
783,-0.07321034613794009,mulcair
784,-0.07305193931893271,pitmad
785,-0.07292090277340575,leehsienloong
786,-0.07291466497165466,april
787,-0.07272830391714435,idiot
788,-0.07256489733261484,southern
789,-0.072551565527508,gocards
790,-0.07253844047335858,attempt
791,-0.07237464585249744,grand
792,-0.07235423229409582,filter
793,-0.07227122866025751,hobart
794,-0.07218802174149264,criminals
795,-0.07194237139027362,truth
796,-0.07190117369808982,obsess
797,-0.07182025114718182,memories
798,-0.07179013051014273,oppression
799,-0.07178029678703189,crete
800,-0.07176367963545074,dance
801,-0.07174100336772823,shade
802,-0.07173686043857258,eat
803,-0.07135829408447011,stomach
804,-0.07133461804556485,hum
805,-0.07110760521633708,brilliant
806,-0.07110353300774287,years
807,-0.07098839974882783,sing
808,-0.07098440300971456,soul
809,-0.07095396540051074,agree
810,-0.07095371105798655,filipinos
811,-0.0709486008979076,sufinadhirah
812,-0.0708526931913306,eaters
813,-0.07082151682967819,rather
814,-0.0707288621461932,pavilion
815,-0.07062311025414113,web
816,-0.07059359150030099,minatwonnie
817,-0.07059359150030099,woohyun
818,-0.07051451157605677,hilarious
819,-0.07043689311084264,guide
820,-0.07035160556389058,ugh
821,-0.07025122165897753,askjoey
822,-0.07025122165897753,mentionsomeonewhohasaprettyface
823,-0.07025122165897753,mufc
824,-0.0702491534289779,ridhwanazman
825,-0.07018734134834796,propaganda
826,-0.06990334440423432,dashcams
827,-0.06990232945063836,intelligent
828,-0.06973476583400971,construction
829,-0.06969125055397667,sbyudhoyono
830,-0.06968845723634079,gosh
831,-0.06968440291929712,katie
832,-0.0695891626906111,earthquakecalifornia
833,-0.06957630485804325,vail
834,-0.06952242562232858,si
835,-0.06938584142488102,temblorcr
836,-0.06937208518124516,clip
837,-0.06931295746014698,politician
838,-0.06930861247962639,spin
839,-0.06917486104237593,amendment
840,-0.06916933422395206,straya
841,-0.06910473283355614,pipelines
842,-0.06906211121968593,honest
843,-0.0690293042633751,palestine
844,-0.06899753729125388,favor
845,-0.06895013570297155,colombia
846,-0.06882337285570023,florida
847,-0.06870587122239827,closer
848,-0.06854885389899701,protocol
849,-0.06854486304654675,sort
850,-0.06853854176636838,charity
851,-0.06849649193497445,vibes
852,-0.06833346519435636,tue
853,-0.06828166149365895,da
854,-0.0682391511674134,reporter
855,-0.06804449273580351,bacon
856,-0.06800642950131625,silly
857,-0.0679622400194638,dry
858,-0.06794890157616458,bnestorm
859,-0.06791939579423271,twitterau
860,-0.06789425055574344,edt
861,-0.06789211020326213,redgage
862,-0.067866770378438,rely
863,-0.06786091656340087,heartbroken
864,-0.06781533193410448,nowplaying
865,-0.06779876260107205,arrival
866,-0.06760228922192077,planet
867,-0.0674278508168866,pmharper
868,-0.06740622755147929,rondo
869,-0.06738143380193536,employ
870,-0.06725862510618875,terrorist
871,-0.06721988156810035,seigedhaka
872,-0.06721410534002013,arm
873,-0.06720973631349064,skate
874,-0.06714359072698782,expert
875,-0.06713319058407613,terrific
876,-0.06701732242303915,single
877,-0.06685151780081987,scientist
878,-0.06672758319828724,successful
879,-0.06667456358531645,bec
880,-0.0666328217695898,mexican
881,-0.06660058364258889,switzerland
882,-0.06659430149934875,odd
883,-0.06652443324893624,possibly
884,-0.06634332550102477,shove
885,-0.06615186625853663,goodness
886,-0.06614980422954352,tourism
887,-0.06611753217001058,nole
888,-0.06605357469791749,club
889,-0.06603679310182432,theft
890,-0.06601699680361586,superman
891,-0.06594146987750409,sketchy
